ServerTime;2025.07.29 08:06
ClientTime;2025.07.29 13:06
2025.07.28 18:45;3315.47;3316.09;3314.02;3314.63;1531
2025.07.28 19:00;3314.58;3314.71;3311.38;3313.23;1656
2025.07.28 19:15;3313.3;3314.36;3311.78;3313.54;1446
2025.07.28 19:30;3313.81;3314.86;3312.85;3313.72;1321
2025.07.28 19:45;3313.74;3313.87;3311.32;3312.08;1511
2025.07.28 20:00;3312.03;3312.13;3308.66;3309.73;1455
2025.07.28 20:15;3309.74;3313.04;3309.59;3310.4;1751
2025.07.28 20:30;3310.37;3312.14;3309.44;3310.14;1404
2025.07.28 20:45;3310.16;3311.11;3309.68;3310.68;1219
2025.07.28 21:00;3310.7;3311.56;3310.1;3311.11;1197
2025.07.28 21:15;3311.12;3313.69;3310.9;3313.64;1122
2025.07.28 21:30;3313.63;3315.48;3313.13;3314.15;1337
2025.07.28 21:45;3314.16;3314.18;3312.93;3313.51;1316
2025.07.28 22:00;3313.47;3316.2;3313.47;3315.11;1417
2025.07.28 22:15;3315.08;3315.08;3312.9;3314.06;1174
2025.07.28 22:30;3314.08;3316.21;3314.01;3315.54;1431
2025.07.28 22:45;3315.66;3318.7;3315.22;3317.02;1796
2025.07.28 23:00;3316.97;3318.32;3316.79;3317.9;735
2025.07.28 23:15;3317.91;3318.16;3316.69;3317.93;763
2025.07.28 23:30;3317.91;3318.22;3316.21;3316.68;770
2025.07.28 23:45;3316.7;3316.97;3314.13;3314.53;604
2025.07.29 01:00;3313.84;3314.83;3312.04;3312.56;776
2025.07.29 01:15;3312.49;3315.28;3312.13;3312.47;1059
2025.07.29 01:30;3312.42;3314.95;3311.83;3313.96;777
2025.07.29 01:45;3313.81;3315.01;3313.74;3314.58;352
2025.07.29 02:00;3314.41;3314.52;3312.99;3313.68;560
2025.07.29 02:15;3313.66;3313.78;3311.28;3311.32;559
2025.07.29 02:30;3311.31;3312.71;3310.38;3312.28;546
2025.07.29 02:45;3312.33;3314.36;3311.7;3312.46;671
2025.07.29 03:00;3312.42;3315.65;3308.95;3310.9;1261
2025.07.29 03:15;3310.82;3312.08;3308.22;3308.65;1001
2025.07.29 03:30;3308.66;3310.89;3307.89;3308.49;1038
2025.07.29 03:45;3308.52;3312.3;3308.29;3311.5;1165
2025.07.29 04:00;3311.4;3312.19;3308.47;3311.03;1665
2025.07.29 04:15;3311.11;3314.42;3310.45;3313.77;1294
2025.07.29 04:30;3313.69;3320.46;3313.59;3319.6;1442
2025.07.29 04:45;3319.58;3320.8;3316.42;3318.82;1337
2025.07.29 05:00;3318.81;3320.18;3317.42;3317.57;1377
2025.07.29 05:15;3317.86;3320.04;3317.78;3319.61;914
2025.07.29 05:30;3319.65;3319.97;3317.61;3319.08;994
2025.07.29 05:45;3319.09;3320.18;3317.78;3318.8;1215
2025.07.29 06:00;3318.51;3318.78;3315.65;3316.5;1114
2025.07.29 06:15;3316.44;3316.59;3314.47;3315.02;926
2025.07.29 06:30;3315.03;3315.19;3311.1;3313.46;983
2025.07.29 06:45;3313.42;3314.97;3312.19;3312.43;1019
2025.07.29 07:00;3312.45;3313.87;3312.37;3313.04;887
2025.07.29 07:15;3313.04;3313.49;3308.82;3310.54;953
2025.07.29 07:30;3310.55;3313.67;3310.41;3313.57;838
2025.07.29 07:45;3313.47;3317.29;3313.24;3316.36;930
2025.07.29 08:00;3316.35;3316.91;3314.37;3315.57;426
